season,game_type,team,week,Player,Position,Injury,Wed,Thu,Fri,Game Status,Mon,Tue,Sat
2025,REG,NYG,7,Swayze Bozeman,LB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,7,Demetrius Flannigan-Fowles,LB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,7,John Michael Schmitz,C,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,7,Darius Slayton,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,7,Jermaine Eluemunor,OL,Shoulder/Back,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Chauncey Golston,DL,Neck,LP,DNP,DNP,OUT,,,
2025,REG,NYG,7,Jalin Hyatt,WR,Ankle,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Roy Robertson-Harris,DT,Knee,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Victor Dimukeje,OLB,Pec,FP,FP,FP,QUESTIONABLE,,,
2025,REG,NYG,7,DJ Davidson,DL,Knee,,DNP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Paulson Adebo,CB,Shoulder,,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Dane Belton,S,Neck,,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,7,Abdul Carter,OLB,Hamstring,,,LP,QUESTIONABLE,,,
2025,REG,NYG,8,Paulson Adebo,CB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,8,Brian Burns,OLB,Hip,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,NYG,8,Chauncey Golston,DL,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,8,Jevon Holland,S,Neck,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYG,8,Daniel Bellinger,TE,Neck,LP,LP,LP,(-),,,
2025,REG,NYG,8,Swayze Bozeman,LB,Ankle,LP,LP,LP,(-),,,
2025,REG,NYG,8,DJ Davidson,DL,Ankle,LP,DNP,LP,QUESTIONABLE,,,
2025,REG,NYG,8,Jermaine Eluemunor,OL,Knee,LP,LP,LP,(-),,,
2025,REG,NYG,8,Demetrius Flannigan-Fowles,LB,Hamstring,LP,LP,LP,(-),,,
2025,REG,NYG,8,John Michael Schmitz,C,Concussion (Non-contact),LP,FP,FP,(-),,,
2025,REG,NYG,8,Darius Slayton,WR,Hamstring,LP,LP,LP,(-),,,
2025,REG,NYG,8,Jaxson Dart,QB,Ankle,FP,FP,FP,(-),,,
2025,REG,NYG,8,Graham Gano,K,Groin,FP,FP,FP,QUESTIONABLE,,,
2025,REG,NYG,9,Paulson Adebo,CB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,9,Daniel Bellinger,TE,Neck,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYG,9,Jermaine Eluemunor,OL,Pec,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYG,9,Cordale Flott,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,9,Chauncey Golston,DL,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,9,Art Green,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,9,Jalin Hyatt,WR,Tooth,DNP,FP,FP,(-),,,
2025,REG,NYG,9,Greg Van Roten,G,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,NYG,9,Beaux Collins,WR,Quad,LP,LP,LP,(-),,,
2025,REG,NYG,9,Jevon Holland,S,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,9,Chris Manhertz,TE,Illness,LP,LP,FP,(-),,,
2025,REG,NYG,9,Rico Payton,CB,Groin,FP,FP,FP,QUESTIONABLE,,,
2025,REG,NYG,9,Tyler Nubin,S,Foot,,FP,FP,(-),,,
2025,REG,NYG,10,Paulson Adebo,CB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,Beaux Collins,WR,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,Victor Dimukeje,OLB,Shoulder,DNP,DNP,LP,OUT,,,
2025,REG,NYG,10,Jermaine Eluemunor,OL,Pec,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,10,Graham Gano,K,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,Chauncey Golston,DL,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,Darius Muasau,LB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,John Michael Schmitz,C,Shin,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,10,Thomas Fidone II,TE,Foot,LP,LP,FP,(-),,,
2025,REG,NYG,10,Cordale Flott,CB,Concussion (non-contact),LP,FP,FP,(-),,,
2025,REG,NYG,10,Neville Hewitt,LB,Foot,LP,LP,FP,(-),,,
2025,REG,NYG,10,Jevon Holland,S,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,10,Theo Johnson,TE,Shoulder,LP,FP,FP,(-),,,
2025,REG,NYG,10,Rakeem Nunez-Roches,DL,Elbow,LP,FP,LP,(-),,,
2025,REG,NYG,10,Andru Phillips,CB,Calf,LP,LP,LP,(-),,,
2025,REG,NYG,10,Daniel Bellinger,TE,Neck,FP,FP,FP,(-),,,
2025,REG,NYG,10,Dane Belton,S,Neck,FP,FP,FP,(-),,,
2025,REG,NYG,10,Andrew Thomas,T,NIR - Rest,,DNP,FP,(-),,,
2025,REG,NYG,10,Demetrius Flannigan-Fowles,LB,Pec,,LP,FP,(-),,,
2025,REG,PHI,1,Jalen Carter,DT,Shoulder,FP,,,(-),FP,FP,
2025,REG,PHI,1,Landon Dickerson,G,Back,FP,,,(-),DNP,FP,
2025,REG,PHI,1,Tanner McKee,QB,Right Thumb,DNP,,,OUT,DNP,DNP,
2025,REG,PHI,1,Andrew Mukuba,S,Hamstring,FP,,,(-),LP,FP,
2025,REG,PHI,1,Joshua Uche,OLB,Groin,FP,,,(-),LP,FP,
2025,REG,PHI,2,Landon Dickerson,G,Back,LP,FP,FP,(-),,,
2025,REG,PHI,2,Dallas Goedert,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,2,Jalyx Hunt,OLB,Hip,LP,FP,FP,(-),,,
2025,REG,PHI,2,Tanner McKee,QB,Right Thumb,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,PHI,2,Will Shipley,RB,Oblique,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,2,Cameron Williams,T,Shoulder,,LP,DNP,OUT,,,
2025,REG,PHI,3,Jalen Carter,DT,Shoulder,LP,FP,FP,(-),,,
2025,REG,PHI,3,Dallas Goedert,TE,Knee,LP,LP,FP,(-),,,
2025,REG,PHI,3,Tanner McKee,QB,Right Thumb,LP,LP,LP,QUESTIONABLE,,,
2025,REG,PHI,3,Will Shipley,RB,Oblique,DNP,LP,LP,OUT,,,
2025,REG,PHI,3,Byron Young,DT,Forehead Laceration,,DNP,FP,(-),,,
2025,REG,PHI,4,Zack Baun,LB,Knee,DNP,LP,FP,(-),,,
2025,REG,PHI,4,Jihaad Campbell,LB,Triceps,DNP,LP,FP,(-),,,
2025,REG,PHI,4,Adoree' Jackson,CB,Groin,DNP,LP,LP,DOUBTFUL,,,
2025,REG,PHI,4,Lane Johnson,T,Stinger,LP,FP,FP,(-),,,
2025,REG,PHI,4,Tanner McKee,QB,Right Thumb,LP,LP,FP,(-),,,
2025,REG,PHI,4,Will Shipley,RB,Oblique,FP,FP,FP,(-),,,
2025,REG,PHI,5,Jalen Carter,DT,Shoulder,LP,FP,FP,(-),,,
2025,REG,PHI,5,Nakobe Dean,LB,Knee,LP,LP,FP,OUT,,,
2025,REG,PHI,5,Dallas Goedert,TE,Knee,DNP,LP,FP,(-),,,
2025,REG,PHI,5,Adoree' Jackson,CB,Groin,LP,FP,FP,(-),,,
2025,REG,PHI,5,Lane Johnson,T,Shoulder,LP,FP,FP,(-),,,
2025,REG,PHI,5,Grant Calcaterra,TE,Illness,,DNP,FP,(-),,,
2025,REG,PHI,5,Jihaad Campbell,LB,Personal Reasons,,,DNP,(-),,,
2025,REG,PHI,6,Saquon Barkley,RB,Knee,FP,,,(-),DNP,LP,
2025,REG,PHI,6,Grant Calcaterra,TE,Oblique,DNP,,,OUT,DNP,DNP,
2025,REG,PHI,6,Jihaad Campbell,LB,Biceps,FP,,,(-),LP,LP,
2025,REG,PHI,6,Nakobe Dean,LB,Knee,FP,,,QUESTIONABLE,FP,FP,
2025,REG,PHI,6,Landon Dickerson,G,Ankle,DNP,,,OUT,DNP,DNP,
2025,REG,PHI,6,Byron Young,DT,Triceps,FP,,,(-),LP,LP,
2025,REG,PHI,6,Jalen Carter,DT,Heel,LP,,,QUESTIONABLE,,,
2025,REG,PHI,7,Zack Baun,LB,Finger,FP,FP,FP,(-),,,
2025,REG,PHI,7,Grant Calcaterra,TE,Oblique,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,7,Jalen Carter,DT,Heel,FP,LP,LP,QUESTIONABLE,,,
2025,REG,PHI,7,Jordan Davis,DT,Shoulder,FP,FP,FP,(-),,,
2025,REG,PHI,7,Landon Dickerson,G,Ankle,LP,LP,FP,(-),,,
2025,REG,PHI,7,Quinyon Mitchell,CB,Hamstring,LP,FP,FP,(-),,,
2025,REG,PHI,8,Jakorian Bennett,CB,Pectoral,LP,FP,FP,OUT,,,
2025,REG,PHI,8,A.J. Brown,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,8,Grant Calcaterra,TE,Oblique,LP,LP,FP,(-),,,
2025,REG,PHI,8,Darius Cooper,WR,Shoulder,,FP,FP,QUESTIONABLE,,,
2025,REG,PHI,8,Landon Dickerson,G,Ankle/Back,LP,LP,FP,(-),,,
2025,REG,PHI,8,Dallas Goedert,TE,Calf,LP,FP,FP,(-),,,
2025,REG,PHI,8,Brandon Graham,DE,Not Injury Related,FP,FP,FP,OUT,,,
2025,REG,PHI,8,Adoree' Jackson,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,8,Cam Jurgens,C/G,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,8,Moro Ojomo,DT,Shoulder,LP,LP,FP,(-),,,
2025,REG,PHI,8,Azeez Ojulari,OLB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,PHI,8,Jeremiah Trotter Jr.,LB,Ankle,DNP,LP,FP,(-),,,
2025,REG,PHI,10,Jaire Alexander,CB,Knee/Coach's Decision,,,,OUT,,,
2025,REG,PHI,10,Saquon Barkley,RB,Groin,,FP,FP,(-),,,FP
2025,REG,PHI,10,Jakorian Bennett,CB,Pectoral,,FP,FP,QUESTIONABLE,,,FP
2025,REG,PHI,10,A.J. Brown,WR,Hamstring,,FP,FP,(-),,,FP
2025,REG,PHI,10,Kylen Granson,TE,Abdomen,,,,(-),,,FP
2025,REG,PHI,10,Adoree' Jackson,CB,Personal Matter/Concussion,,LP,DNP,(-),,,FP
2025,REG,PHI,10,Cam Jurgens,C/G,Knee,,DNP,DNP,OUT,,,DNP
2025,REG,PHI,10,Willie Lampkin,G/C,Knee/Ankle,,FP,FP,QUESTIONABLE,,,FP
2025,REG,PHI,10,Moro Ojomo,DT,Concussion,,LP,FP,(-),,,FP
2025,REG,PHI,10,Nolan Smith,OLB,Triceps,,FP,FP,QUESTIONABLE,,,FP
2025,REG,WAS,1,Dorance Armstrong,DE,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,1,Noah Brown,WR,Knee,LP,LP,DNP,UNSPECIFIED,,,
2025,REG,WAS,1,Matt Gay,K,Illness,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,1,Marcus Mariota,QB,Achilles,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,1,Jonathan Jones,CB,Hamstring,LP,LP,DNP,UNSPECIFIED,,,
2025,REG,WAS,2,Tress Way,P,Back,,,,UNSPECIFIED,DNP,,
2025,REG,WAS,2,Noah Brown,WR,Knee,,,,UNSPECIFIED,LP,,
2025,REG,WAS,2,Austin Ekeler,RB,Shoulder,,,,UNSPECIFIED,LP,,
2025,REG,WAS,2,John Bates,TE,Shoulder,,,,UNSPECIFIED,FP,,
2025,REG,WAS,2,Jayden Daniels,QB,Right wrist,,,,UNSPECIFIED,FP,,
2025,REG,WAS,2,Daron Payne,DT,Calf,,,,UNSPECIFIED,FP,,
2025,REG,WAS,2,Deatrich Wise,DE,Knee,,,,UNSPECIFIED,FP,,
2025,REG,WAS,3,Trey Amos,CB,,LP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,3,John Bates,TE,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,3,Noah Brown,WR,Groin/Knee,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,3,Brandon Coleman,T,Shoulder,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,3,Jayden Daniels,QB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,3,Jeremy McNichols,RB,Hamstring,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,3,Colson Yankoff,TE,Hip,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,4,Trey Amos,CB,Calf,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,4,John Bates,TE,Calf/Groin,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,4,Noah Brown,WR,Groin/Knee,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,4,Percy Butler,S,Hip,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,WAS,4,Jacory Croskey-Merritt,RB,Knee,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,WAS,4,Jayden Daniels,QB,Knee,LP,LP,DNP,OUT,,,
2025,REG,WAS,4,Terry McLaurin,WR,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,4,Colson Yankoff,TE,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Dorance Armstrong,DE,Illness,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,John Bates,TE,Calf/Groin,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Nick Bellore,LB,Quad/NIR (Rest),DNP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Noah Brown,WR,Groin/Knee,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,5,Percy Butler,S,Hip,LP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Sam Cosmi,T/G,Knee,FP,FP,FP,OUT,,,
2025,REG,WAS,5,Jayden Daniels,QB,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Ale Kaho,LB,Concussion,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Terry McLaurin,WR,Quad,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,5,Mike Sainristil,CB,Knee,DNP,DNP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Deebo Samuel Sr.,WR,Heel,DNP,DNP,FP,UNSPECIFIED,,,
2025,REG,WAS,5,Daron Payne,DT,Knee/NIR (Rest),,LP,DNP,UNSPECIFIED,,,
2025,REG,WAS,6,John Bates,TE,Shoulder,,LP,FP,UNSPECIFIED,,,FP
2025,REG,WAS,6,Noah Brown,WR,Groin/Knee,,LP,LP,OUT,,,DNP
2025,REG,WAS,6,Sam Cosmi,T/G,Knee,,FP,FP,DOUBTFUL,,,FP
2025,REG,WAS,6,Jayden Daniels,QB,Knee,,FP,FP,UNSPECIFIED,,,FP
2025,REG,WAS,6,Terry McLaurin,WR,Quad,,DNP,DNP,OUT,,,DNP
2025,REG,WAS,6,Chris Rodriguez Jr.,RB,Calf,,DNP,DNP,QUESTIONABLE,,,DNP
2025,REG,WAS,6,Deebo Samuel Sr.,WR,NIR(Rest)/Heel,,DNP,LP,QUESTIONABLE,,,DNP
2025,REG,WAS,7,Dorance Armstrong,DE,Hamstring,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,WAS,7,Jayden Daniels,QB,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,7,Ale Kaho,LB,Illness,,DNP,FP,UNSPECIFIED,,,
2025,REG,WAS,7,Terry McLaurin,WR,Quad,LP,DNP,DNP,OUT,,,
2025,REG,WAS,7,Chris Rodriguez Jr.,RB,Calf,DNP,DNP,FP,UNSPECIFIED,,,
2025,REG,WAS,7,Deebo Samuel Sr.,WR,Heel,,DNP,LP,OUT,,,
2025,REG,WAS,8,Sam Cosmi,T/G,Back,,DNP,FP,UNSPECIFIED,,,FP
2025,REG,WAS,8,Jayden Daniels,QB,Hamstring,,DNP,DNP,OUT,,,DNP
2025,REG,WAS,8,Matt Gay,K,Back,,,,OUT,,,DNP
2025,REG,WAS,8,Terry McLaurin,WR,Quad,,FP,FP,UNSPECIFIED,,,FP
2025,REG,WAS,8,Daron Payne,DT,Toe,,DNP,DNP,QUESTIONABLE,,,DNP
2025,REG,WAS,8,Deebo Samuel Sr.,WR,,,,,UNSPECIFIED,,,FP
2025,REG,WAS,8,Bobby Wagner,LB,Thumb,,FP,FP,UNSPECIFIED,,,FP
2025,REG,WAS,8,Colson Yankoff,TE,Hamstring,,,LP,OUT,,,DNP
2025,REG,WAS,8,Daron Payne,DT,Toe,,DNP,DNP,UNSPECIFIED,,,DNP
2025,REG,WAS,9,Jayden Daniels,QB,Hamstring,FP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Zach Ertz,TE,NIR (Rest),DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Matt Gay,K,Back,DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Javon Kinlaw,DT,Shoulder,FP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Terry McLaurin,WR,Quad,DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Von Miller,LB,NIR (Rest),DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Jer'Zhan Newton,DT,Ankle,DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Laremy Tunsil,T,Hamstring,DNP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Bobby Wagner,LB,Thumb,FP,,,UNSPECIFIED,,,
2025,REG,WAS,9,Colson Yankoff,TE,Hamstring,LP,,,UNSPECIFIED,,,
2025,REG,WAS,10,Trey Amos,CB,Hip,LP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Jacory Croskey-Merritt,RB,Tooth,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Jayden Daniels,QB,Left Elbow,DNP,DNP,DNP,OUT,,,
2025,REG,WAS,10,Eddie Goldman,DT,Concussion,LP,FP,FP,QUESTIONABLE,,,
2025,REG,WAS,10,Quan Martin,S,Hamstring,DNP,LP,FP,QUESTIONABLE,,,
2025,REG,WAS,10,Terry McLaurin,WR,Quad,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,WAS,10,Jer'Zhan Newton,DT,Ankle,LP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Tyler Owens,S,Hamstring/Neck,DNP,LP,FP,QUESTIONABLE,,,
2025,REG,WAS,10,Laremy Tunsil,T,Hamstring,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Bobby Wagner,LB,Thumb,FP,FP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Colson Yankoff,TE,Hamstring,LP,LP,FP,UNSPECIFIED,,,
2025,REG,WAS,10,Javon Kinlaw,DT,NIR (Rest),,,DNP,UNSPECIFIED,,,
2025,REG,CHI,1,T.J. Edwards,LB,Hamstring,,DNP,DNP,DOUBTFUL,,,DNP
2025,REG,CHI,1,Josh Blackwell,DB,Groin,,DNP,LP,QUESTIONABLE,,,LP
2025,REG,CHI,1,Kyler Gordon,DB,Hamstring,,,,QUESTIONABLE,,,
2025,REG,CHI,1,Jaylon Johnson,DB,Calf / Groin,,LP,LP,QUESTIONABLE,,,LP
2025,REG,CHI,1,Roschon Johnson,RB,Foot,,DNP,DNP,QUESTIONABLE,,,LP
2025,REG,CHI,1,Devin Duvernay,WR,Hamstring,,FP,FP,(-),,,FP
2025,REG,CHI,1,Kyle Monangai,RB,Hamstring,,LP,LP,(-),,,FP
2025,REG,CHI,1,Dominique Robinson,DL,Oblique,,FP,FP,(-),,,FP
2025,REG,CHI,2,Kyler Gordon,DB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,2,Jahdae Walker,WR,Ankle,LP,LP,DNP,DOUBTFUL,,,
2025,REG,CHI,2,Grady Jarrett,DL,Knee,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CHI,2,Josh Blackwell,DB,Groin,LP,LP,FP,(-),,,
2025,REG,CHI,2,T.J. Edwards,LB,Hamstring,LP,LP,FP,(-),,,
2025,REG,CHI,2,Jaylon Johnson,DB,Calf / Groin,FP,FP,FP,(-),,,
2025,REG,CHI,2,Roschon Johnson,RB,Foot,LP,LP,FP,(-),,,
2025,REG,CHI,2,DJ Moore,WR,Abdomen / Groin,FP,FP,FP,(-),,,
2025,REG,CHI,3,Kiran Amegadjie,OL,Elbow,LP,DNP,DNP,OUT,,,
2025,REG,CHI,3,T.J. Edwards,LB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,3,Kyler Gordon,DB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,3,Jaylon Johnson,DB,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,3,Jaylon Jones,DB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,3,D'Marco Jackson,LB,Hamstring,LP,DNP,LP,QUESTIONABLE,,,
2025,REG,CHI,3,D'Andre Swift,RB,Quad,LP,LP,LP,QUESTIONABLE,,,
2025,REG,CHI,3,Grady Jarrett,DL,Knee,DNP,LP,FP,(-),,,
2025,REG,CHI,3,Jahdae Walker,WR,Ankle,LP,FP,FP,(-),,,
2025,REG,CHI,4,T.J. Edwards,LB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,4,Grady Jarrett,DL,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,4,Darnell Wright,OL,Elbow,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,4,Kyler Gordon,DB,Hamstring,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CHI,4,Colston Loveland,TE,Hip,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CHI,4,D'Andre Swift,RB,Hip,LP,LP,LP,QUESTIONABLE,,,
2025,REG,CHI,4,D'Marco Jackson,LB,Hamstring,FP,FP,FP,(-),,,
2025,REG,CHI,4,Jaylon Jones,DB,Hamstring,LP,LP,FP,(-),,,
2025,REG,CHI,4,Cole Kmet,TE,Groin,LP,FP,FP,(-),,,
2025,REG,CHI,6,Grady Jarrett,DL,Knee,,DNP,DNP,OUT,,,DNP
2025,REG,CHI,6,Austin Booker,DL,Knee,,FP,FP,OUT,,,FP
2025,REG,CHI,6,Travis Homer,RB,Calf,,FP,FP,OUT,,,FP
2025,REG,CHI,6,Colston Loveland,TE,Hip,,LP,LP,QUESTIONABLE,,,FP
2025,REG,CHI,6,Cairo Santos,K,Right Thigh,,FP,FP,QUESTIONABLE,,,FP
2025,REG,CHI,6,Jaquan Brisker,DB,Quad,,DNP,FP,(-),,,FP
2025,REG,CHI,6,T.J. Edwards,LB,Hamstring,,FP,FP,(-),,,FP
2025,REG,CHI,6,Kyler Gordon,DB,Hamstring,,LP,LP,(-),,,FP
2025,REG,CHI,6,Jonah Jackson,OL,Rib,,LP,FP,(-),,,FP
2025,REG,CHI,6,Kyle Monangai,RB,Thigh,,DNP,FP,(-),,,FP
2025,REG,CHI,6,Darnell Wright,OL,Elbow,,DNP,LP,(-),,,FP
2025,REG,CHI,7,Cairo Santos,K,Right Thigh,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,7,Noah Sewell,LB,Concussion,DNP,DNP,FP,OUT,,,
2025,REG,CHI,7,Grady Jarrett,DL,Knee,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CHI,7,D'Andre Swift,RB,Groin,,LP,LP,QUESTIONABLE,,,
2025,REG,CHI,7,Austin Booker,DL,Knee,FP,FP,FP,OUT,,,
2025,REG,CHI,7,Travis Homer,RB,Calf,FP,FP,FP,QUESTIONABLE,,,
2025,REG,CHI,7,Amen Ogbongbemiga,LB,Knee,,LP,FP,OUT,,,
2025,REG,CHI,7,Jonah Jackson,OL,Ankle,DNP,FP,FP,(-),,,
2025,REG,CHI,7,DJ Moore,WR,Hip / Groin,DNP,LP,FP,(-),,,
2025,REG,CHI,8,Austin Booker,DL,Knee,FP,FP,FP,OUT,,,
2025,REG,CHI,8,Roschon Johnson,RB,Back,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,8,Cole Kmet,TE,Back,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,8,Amen Ogbongbemiga,LB,Knee,FP,FP,FP,OUT,,,
2025,REG,CHI,8,Tyrique Stevenson,DB,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,8,D'Andre Swift,RB,Groin,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,CHI,8,Cairo Santos,K,Right Thigh,LP,FP,FP,QUESTIONABLE,,,
2025,REG,CHI,8,Tremaine Edmunds,LB,Ankle,,LP,FP,(-),,,
2025,REG,CHI,8,Grady Jarrett,DL,Knee,LP,FP,FP,(-),,,
2025,REG,CHI,8,DJ Moore,WR,Hip,DNP,LP,FP,(-),,,
2025,REG,CHI,8,Joe Thuney,OL,NIR (Rest),,DNP,FP,(-),,,
2025,REG,CHI,8,Nahshon Wright,DB,Hip,LP,FP,FP,(-),,,
2025,REG,CHI,9,Luther Burden III,WR,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,9,Roschon Johnson,RB,Back,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,9,Dominique Robinson,DL,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,9,D'Andre Swift,RB,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,9,Amen Ogbongbemiga,LB,Knee,FP,FP,FP,OUT,,,
2025,REG,CHI,9,Grady Jarrett,DL,Non-Injury Related (Rest),,,DNP,(-),,,
2025,REG,CHI,9,Cole Kmet,TE,Back,LP,LP,FP,(-),,,
2025,REG,CHI,9,DJ Moore,WR,Hip / Groin,DNP,LP,FP,(-),,,
2025,REG,CHI,9,Rome Odunze,WR,Heel,DNP,LP,FP,(-),,,
2025,REG,CHI,9,Tyrique Stevenson,DB,Shoulder,LP,FP,FP,(-),,,
2025,REG,CHI,9,Joe Thuney,OL,Non-Injury Related (Rest),,DNP,FP,(-),,,
2025,REG,CHI,9,Olamide Zaccheaus,WR,Knee,DNP,LP,FP,(-),,,
2025,REG,CHI,10,Josh Blackwell,DB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,10,T.J. Edwards,LB,Hand / Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,10,Dominique Robinson,DL,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,CHI,10,Jahdae Walker,WR,Concussion,,,,OUT,,,
2025,REG,CHI,10,D'Andre Swift,RB,Groin / Non-Injury Related (Personal),LP,FP,DNP,QUESTIONABLE,,,
2025,REG,CHI,10,Durham Smythe,TE,Calf,,,LP,QUESTIONABLE,,,
2025,REG,CHI,10,Luther Burden III,WR,Concussion,FP,FP,FP,(-),,,
2025,REG,CHI,10,Kevin Byard,DB,Back / Ankle,DNP,LP,FP,(-),,,
2025,REG,CHI,10,Grady Jarrett,DL,Non-Injury Related (Rest),DNP,FP,FP,(-),,,
